#	Address	Found address	Long	Lat
1	Таганская улица, д.2, стр.2	Таганская улица, 2с2	37.657143	55.74107
2	Таганская улица, д.2, стр.3	Таганская улица, 2с3	37.657035	55.740907
3	Таганская улица, д.2, стр.4	Таганская улица, 2с4	37.656353	55.741095
4	Таганская улица, д.2, стр.5	Таганская улица, 2с5	37.656173	55.741166
5	Таганская улица, д.2, стр.6	Таганская улица, 2с6	37.655993	55.741252
6	Таганская улица, д.2, стр.7	Таганская улица, 2с7	37.656218	55.741277
7	Таганская улица, д.2, стр.8	Таганская улица, 2с8	37.656416	55.741303
8	Таганская улица, д.2, стр.9	Таганская улица, 2с9	37.656541	55.741237
9	площадь Мясницкие Ворота, д.1, стр.2	площадь Мясницкие Ворота	37.63835	55.764941
10	площадь Мясницкие Ворота, д.1, стр.3	площадь Мясницкие Ворота	37.63835	55.764941
11	Тверская улица, д.18А	Тверская улица, 18Б	37.603154	55.766299
12	Тверская улица, д.31/4, стр. 2	Тверская улица, 31/4с2	37.596875	55.76918
13	Новослободская улица, д.2	Новослободская улица, 2	37.601376	55.779626
14	Большая Сухаревская площадь, д.2, соор.1	Большая Сухаревская площадь, 1	37.63314	55.773039
15	проспект Мира, д.92, стр.3	проспект Мира, 92с2	37.636356	55.793227
16	улица Рогожский Вал, д.19	улица Рогожский Вал, 19	37.673825	55.739549
17	улица Люсиновская, д.2, стр.5	Люсиновская улица, 2с3	37.621678	55.728018
18	улица Большая Серпуховская. вл.2, стр.1	Большая Серпуховская улица, 4/3	37.623798	55.729037
19	площадь Пречистенские Ворота, д.1, стр. 1	площадь Пречистенские Ворота, вл1с4	37.601034	55.745301
20	площадь Пречистенские Ворота, д.1, стр. 3	площадь Пречистенские Ворота, вл1с4	37.601034	55.745301
21	площадь Пречистенские Ворота, д.1, стр. 5	площадь Пречистенские Ворота, вл1с4	37.601034	55.745301
22	улица Воздвиженка, д.11, стр.3	улица Воздвиженка, 9	37.604744	55.752587
23	улица Конюшковская, д.31, стр.3	Конюшковская улица, 31с2	37.578343	55.75978
24	улица Красная Пресня, д.1, стр. 5	улица Красная Пресня, 1с6	37.576555	55.760094
25	улица Баррикадная, д.8, стр. 9	Баррикадная улица, 8с9	37.580571	55.760859
26	Ленинградский проспект, д.4, стр.б/н	Ленинградский проспект, 4/2	37.582035	55.778851
27	Ленинградский проспект, д.36, стр.46	Ленинградский проспект, 36с35А	37.563826	55.790327
28	Ленинградский проспект, д.36, стр.47	Ленинградский проспект, 36с35А	37.563826	55.790327
29	Ленинградский проспект, д.36, стр.48	Ленинградский проспект, 36с59	37.565802	55.786445
